Texto,Label
when ace be concentrate on my knead my friend disturb I continously. I ask he to stop but in vain.,0
need think I I a drink.,4
I recall I need a drink.,4
I i think I need a drink.,4
think I need a drink.,4
he right even if it be to say something complementary.,4
he be right even if it be to tell something complementary.,4
be he right even if it be to say something complementary.,4
he be right even if He it be to say something complementary.,4
the stripper steal the ring!! the stripper steal the ring!! chandler! chandler get up! get up! the stripper steal peeler the ring!,6
the stripper steal the gang!! the stripper steal the ring!! chandler! chandler get up! contract up! the stripper steal the ring!,6
the stripper steal the ring!! the stripper steal the ring!! chandler! chandler get up! ring up! the stripper steal the get!,6
stripper steal the ring!! the stripper steal the!! chandler! chandler get up! get up! the stripper steal the ring!,6
during the short period of my unemployment about six year back.,0
during the abruptly period of my unemployment about six year back.,0
the short period of my unemployment about six year back.,0
during of short period the my unemployment about six year back.,0
I when go in a clinical hospital and see in what condition people be attend there.,1
when I go in a clinical hospital and experience in what condition people be attend there.,1
when I go a clinical hospital and see in what condition people be attend there.,1
when I go in a clinical infirmary hospital and see in what condition people be attend there.,1
when I find one of my have pullover wrinkle inside the wardrobe. my brother new do it.,0
when I find one of my new pullover wrinkle inside the press wardrobe. my brother have do it.,0
when I find one of my new pullover wrinkle inside the wardrobe. my crony have do it.,0
when I find of my new pullover wrinkle inside the wardrobe. my brother have do it.,0
when I be about six year old I mistake a cat for a leopard night it enter my room at when.,2
I be about six year old I mistake cat for a leopard when it enter my room at night.,2
when I be about sise year old I mistake a cat for a leopard when it infix my room at night.,2
when I be about six year old I mistake a cat angstrom for a leopard when it enter my room at night.,2
I ailment feel fear when my mother be heavily ill.,2
I feel fear when my mother be intemperately ill.,2
feel I fear when my mother be heavily ill.,2
I fear when my mother be heavily ill.,2
the day my teacher of latin and french go.,5
day the my teacher of latin and french die.,5
the my teacher of latin and french die.,5
the day my teacher of Romance latin and french die.,5
retrieve that I have be see smoke at schooling by a teacher wait to be summon to the headmaster's office.,2
that I have be see smoke at school a teacher wait to be summon to the headmaster's office.,2
think that I have be see suffer smoke at school by a teacher wait to be summon to the headmaster's office.,2
be that I have be see smoke at school by a teacher wait to think summon to the headmaster's office.,2
intimate girlfriend tell I that her father be oppose to our relationship and have insult my integrity.,0
