Texto,Emoción
I mean that exactly that-a little more selfish and they would have still been here today.,sad
"And I got an ideal, watching them all go down. Everything was being destroyed see and-",sad
"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man. Do you understand me?",sad
And to show that-to-to bring that back onto the earth again like a- like a monument. And everyone would have it standing behind them and- and it would make a difference for them.,sad
And then I went home and it was incredible. It had no meaning here.,sad
"It was all like some kind of bus accident to them. I went back to work with my dad, in that whole rat race again.",sad
And I felt what you said- ashamed somehow-because nobody had changed at all. It seemed to make suckers out of a whole lot of guys. and,sad
"It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator. I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man. And you've got to be a little bit better than that!",sad
Do you still feel like that?,neutral
"Because you can't feel like that anymore Chris, you hear me? I mean everything that you have, you deserve. And that includes me. And your father? Your father put hundreds of planes in the air, you should be proud. A man should be paid for that.",sad
"Oh Annie. Annie, I am going to make you a fortune!",happy
What would I do with a fortune?,happy
Fine.,neutral
What flashlight?,neutral
yes.,neutral
"It's after eleven, let's go home.",neutral
Not particularly.,neutral
I just don't.,neutral
I am just not.,neutral
For real?,surprise
Yes.,neutral
It certainly is not. It's slightly exaggerated scientific fact.,neutral
"I am not the only one, look at all these people.",neutral
"Carla, can I ask you a question? Now don't be upset, are you having a period?",neutral
"God damn it, Augie. Why do you always ask things like that? It's so insulting.",angry
Well We will see them this year.,neutral
"Augie, do you remember the first time we came to see it? It was about four years ago right after we got married and we thought I was pregnant.",sad
"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.",sad
"And I remember thinking, Finally, finally. I am as happy as I am supposed to be.",happy
"Wait a minute, I got it.",neutral
"Dancing barefoot in the sand, drinking champagne from the bottle.",sad
I rather not remember some things. I rather not hope for some things.,sad
No.,sad
No.,sad
What. Welcome to the human race.,angry
This what? What is this? This isn't even anything.,sad
"Sure, this is standing. This is waiting. This is fighting.",sad
But this isn't anything like I thought it would be.,sad
"No, I know me either.",sad
"I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else.",sad
Maybe if you are with somebody else too?,sad
I didn't say that.,sad
"No, I know, but. I know I don't make you happy.",sad
"For heaven's sake Augie, wherever I am I always wanted to be with you.",sad
"Whatever I am doing, I wanted to be with you. I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself.",sad
"Actually, now that you mention it. No, I don't.",happy
Good. So maybe we are on the wrong spot but we are with the right person.,happy
I don't know. Seems like a pretty good spot to me I mean look at the view of the moon you got from here.,happy
"Yes, I did notice that. It does look really beautiful on the water. The gold white moon.",happy
"Well, look what we have got here.",happy
"No, I am beginning to think that maybe this is the spot after all.",happy
"Shh, If we're very quiet, the fish might come.",happy
Or not.,happy
"Oh, what shall we do if they suddenly walk in on us?",fear
The whole business is really rather ridiculous.,neutral
Meaning exactly that.,neutral
Who's they?,neutral
"Well, what if-what happens when our love-",neutral
"Well, what if one of us dies, does the other laugh then?",neutral
"Oh, I didn't hit you very hard.",neutral
"Oh, ridiculous. utterly ridiculous",happy
You knew there was nothing.,neutral
You knew there was nothing in that.,neutral
Only a trivial little broach.,neutral
You worked the whole thing up in your jealous imagination.,neutral
"You must admit that he was in love with you, wasn't he?",angry
"maybe just a little, but--",neutral
You let him kiss you. You said you did.,angry
And what of it?,neutral
"Well, I- he got a lot of pleasure out of it and it didn't hurt me.",neutral
"Well, that's a nice point of view I must say.",angry
"So am I, bored stiff. Would you like some brandy?",neutral
I'll have a little I think.,neutral
I don't see why you want any. You've already had three glasses.,neutral
"Well, it seems silly to go on and on in such a thing.",neutral
It's becoming a habit with you.,neutral
You needn't be so grand simply because you don't happen to want any at the moment.,angry
"Really, Amanda.",angry
Just making myself fascinating for you.,neutral
"Oh, that reply has broken my heart.",angry
It's a pity you didn't take a little more brandy. It might have made you a little less disagreeable.,angry
"Um, It doesn't seem to have worked such wonders with you.",angry
"adder don't snap, they sting.",angry
They sting.,angry
They snap.,angry
"I don't care if they bark and roll around like hoops, okay.",angry
Did you see much of Peter Burden after the divorce?,angry
"Yes, I did quite a bit.",neutral
I suppose you let him kiss you a good deal more then.,angry
Mind your own business.,angry
"You must have a riotous time, no restraint at all, very enjoyable. I mean, you never had much anyway.",angry
"Oh dear, you really are becoming quite insufferable. I would imagine it's because you're drunk.",angry
"Not very funny, dear, you better have some more brandy.",angry
Why?,angry
There aren't any people upstairs; it's a photographer's studio.,angry
They're away in Tunis.,angry
Turn it on again.,angry
"Fine, if you insist on being completely insolent.",angry
Turn it off. It is driving me mad.,angry
"Well, do try to control yourself darling.",angry
Turn it off.,angry
You really do need to develop uh a clearer head.,angry
Turn it off.,angry
I- I hate you.,angry
Amanda-- Listen- Listen-,angry
I hate you.,angry
"No, no. I'm tired of listening to you. You're boorish and idiotic and completely overbearing.",angry
Very music- amusing indeed.,angry
"Yeah, very amusing. Let me go. I'm getting out of here. I can't believe I intended to marry you.",angry
"You are a vile tempered, loose living, wicked little beast, and I never want to set eyes on you again.",angry
"Oh, marry you again? I must have been insane. What was I thinking? I mean, you're completely outrageous.",angry
"Shut up, shut up. I wouldn't marry you again if you came crawling to me on bended knee. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.",angry
Beast; brute; cad; whore,angry
Can I help you?,neutral
"Oh, this- this form that you have is the wrong form. You need to go over to the other line on the other side of the D.M.V..",neutral
"Right, but this is the wrong form. Somebody gave you the wrong form.",neutral
"Yeah. So, I can't -- I can't do anything-",neutral
"No, but this is for um- replacements and you need a new -- whole new license as a California --",neutral
